6.939610299999999654e+01,2.548298600000000036e+01,7.838613279999999577e+02
1.003041379999999947e+02,3.203948599999999658e+01,7.754509890000000496e+02
5.830866600000000233e+01,9.402587900000000332e+01,9.130756229999999505e+02
3.676009799999999927e+01,-4.138559699999999708e+01,8.196426390000000310e+02
7.467779500000000326e+01,8.284503200000000334e+01,9.547536010000000033e+02
7.407904100000000369e+01,1.063512039999999956e+02,8.870465699999999742e+02
7.149688700000000097e+01,4.565320200000000028e+01,8.153547360000000026e+02
7.290286999999999296e+01,-2.338160699999999892e+01,8.590446779999999762e+02
6.550884200000000135e+01,-1.504619100000000032e+01,8.591206670000000258e+02
6.164340200000000181e+01,7.770989199999999641e+01,9.083580930000000535e+02
2.706739400000000018e+01,-1.674871100000000013e+01,7.923510129999999663e+02
1.225437770000000057e+02,3.003575299999999970e+01,9.703088380000000370e+02
1.110291289999999975e+02,2.264998999999999896e+01,8.299451289999999517e+02
1.087069400000000030e+02,-5.820621000000000045e+00,8.634660030000000006e+02
1.121337970000000013e+02,2.900188999999999950e+01,8.579514159999999947e+02
7.099027999999999849e+01,1.282105699999999970e+01,7.961535639999999603e+02
8.066602299999999559e+01,1.020921399999999934e+01,8.194511720000000423e+02
8.164354699999999809e+01,1.050429919999999981e+02,9.460092160000000376e+02
8.260188300000000083e+01,8.575417299999999443e+01,8.919212039999999888e+02
7.155621299999999962e+01,1.211870569999999958e+02,9.062285160000000133e+02
1.114517969999999991e+02,2.057484099999999927e+01,8.854964599999999564e+02
1.136551209999999941e+02,-1.419101200000000063e+01,9.358465579999999591e+02
8.957337200000000621e+01,1.569110999999999922e+00,8.857169800000000350e+02
9.663447600000000648e+01,5.702100800000000191e+01,9.381988529999999855e+02
1.111610340000000008e+02,6.895317099999999755e+01,9.610297849999999471e+02
7.844942500000000507e+01,5.116630899999999826e+01,8.117905269999999973e+02
8.032397500000000434e+01,1.448362000000000016e+01,8.310987549999999828e+02
1.223958659999999981e+02,2.028152700000000053e+01,8.497968140000000403e+02
8.031234700000000259e+01,6.377854899999999816e+01,8.721071170000000166e+02
9.162815899999999658e+01,4.764799899999999866e+01,7.713358759999999847e+02
9.039681199999999706e+01,5.994839999999999947e+00,8.892807619999999815e+02
9.733114600000000394e+01,4.274015800000000098e+01,8.392735599999999749e+02
6.531266800000000217e+01,2.355658499999999833e+01,7.588851929999999584e+02
3.240346100000000007e+01,-1.813162200000000013e+01,8.116610719999999901e+02
4.655892200000000258e+01,1.122314999999999952e+00,7.890758059999999432e+02
1.211836320000000029e+02,4.290757399999999677e+01,9.452213130000000092e+02
1.174084239999999966e+02,2.846914299999999898e+01,9.606162110000000212e+02
7.908016999999999541e+01,1.708532900000000154e+01,8.360891719999999623e+02
1.044149929999999955e+02,5.021124999999999972e+01,9.429013670000000502e+02
1.162410890000000023e+02,-1.904800399999999883e+01,8.719694210000000112e+02
9.960215800000000286e+01,-1.019932900000000053e+01,8.949400020000000495e+02
7.907520300000000191e+01,4.940453000000000117e+01,8.572525020000000495e+02
1.160317689999999970e+02,1.408799699999999966e+01,8.961809690000000046e+02
1.162539220000000029e+02,2.555936200000000014e+01,9.550617069999999558e+02
1.137145160000000033e+02,3.293201100000000281e+01,9.185251459999999497e+02
7.347763100000000236e+01,3.350212499999999949e+01,8.724807739999999967e+02
7.836570000000000391e+01,1.071536409999999933e+02,9.013653560000000198e+02
7.626921099999999853e+01,7.844127699999999948e+01,9.519525149999999485e+02
7.317134900000000641e+01,2.503661299999999912e+01,8.828826900000000251e+02
9.311193799999999499e+01,5.141926600000000036e+01,8.880424799999999550e+02
9.979568500000000597e+01,4.233683800000000019e+01,8.580038449999999557e+02
1.189764710000000036e+02,6.630421400000000176e+01,9.734992069999999558e+02
7.126534300000000144e+01,1.097899699999999967e+01,8.032631840000000238e+02
1.061197509999999937e+02,-2.370497500000000102e+01,9.034198000000000093e+02
6.756945000000000334e+01,5.305111699999999786e+01,8.925185549999999921e+02
9.039392100000000596e+01,2.116809299999999894e+01,8.989501950000000079e+02
1.150268630000000059e+02,-1.580624500000000054e+01,9.458987429999999677e+02
1.040859070000000060e+02,3.405134999999999934e+01,8.761032099999999900e+02
6.764627799999999525e+01,3.198068599999999861e+01,7.727320559999999432e+02
8.275200700000000609e+01,5.611185799999999801e+01,9.218951419999999644e+02
1.180445249999999930e+02,5.892727999999999966e+00,8.780388789999999517e+02
7.089102200000000664e+01,4.877076000000000278e+01,8.207354739999999538e+02
6.293841900000000322e+01,4.830621699999999663e+01,8.841654660000000376e+02
9.158752400000000193e+01,-2.696542499999999976e+01,8.461419069999999465e+02
6.030241000000000184e+01,1.122609709999999978e+02,9.094740600000000086e+02
6.675882000000000005e+01,9.317570999999999160e+00,7.783637079999999742e+02
8.344531999999999528e+01,5.426895499999999828e+01,7.760911250000000337e+02
9.067027299999999457e+01,5.375750399999999729e+01,9.085869750000000522e+02
6.388192699999999746e+01,5.756807700000000239e+01,8.753313600000000179e+02
4.838106499999999954e+01,-1.176157000000000075e+01,7.947390139999999974e+02
7.604223600000000260e+01,4.423184200000000033e+01,8.651101069999999709e+02
1.022012789999999995e+02,4.215907999999999767e+00,8.635278319999999894e+02
1.067028119999999944e+02,3.630904000000000309e+01,8.531949459999999590e+02
8.022613499999999931e+01,-9.809839999999999449e+00,8.461974490000000060e+02
9.223269700000000171e+01,-1.109589500000000051e+01,8.795093990000000304e+02
6.012065900000000340e+01,1.240949480000000023e+02,8.923084720000000516e+02
9.592508700000000488e+01,4.511140799999999729e+01,8.508554689999999709e+02
7.124417099999999436e+01,1.131665119999999973e+02,9.295363770000000159e+02
8.346276100000000042e+01,4.737604900000000185e+01,7.689012450000000172e+02
2.510850299999999891e+01,-1.625631100000000018e+01,7.946282350000000179e+02
1.282123109999999997e+02,4.273934899999999715e+01,9.553264769999999544e+02
8.912690700000000277e+01,-2.448722499999999869e+01,8.623709109999999782e+02
8.307370000000000232e+01,1.025009380000000050e+02,9.414009399999999914e+02
9.140875200000000689e+01,3.642738000000000032e+00,8.141339719999999716e+02
1.102059940000000040e+02,2.841402400000000128e+01,8.280183719999999994e+02
8.978908500000000004e+01,4.484050400000000280e+01,8.070670169999999644e+02
6.324250800000000083e+01,5.452497100000000074e+01,8.835390009999999847e+02
1.035368959999999987e+02,6.018341800000000319e+01,9.630061040000000503e+02
5.103517200000000287e+01,-3.701334800000000058e+01,8.366605829999999742e+02
1.286191100000000063e+02,1.305993699999999968e+01,8.509658200000000079e+02
9.995721399999999335e+01,4.307867099999999994e+01,9.265828249999999571e+02
6.774013499999999510e+01,9.413665000000000305e+01,9.405291750000000093e+02
1.101828540000000061e+02,7.683252000000000237e+01,9.721273800000000165e+02
8.519342799999999727e+01,6.668524899999999889e+01,9.437589110000000119e+02
6.521767400000000237e+01,1.194776150000000001e+02,9.179824830000000020e+02
9.018958299999999895e+01,4.890737200000000229e+01,8.563269040000000132e+02
5.838967499999999688e+01,-9.005554999999999310e+00,8.495312500000000000e+02
1.254198070000000058e+02,-2.320185100000000133e+01,9.385281370000000152e+02
1.175573880000000031e+02,5.681301100000000304e+01,9.760494380000000092e+02
7.087358100000000150e+01,7.810028099999999540e+01,9.463184810000000198e+02
1.166061250000000058e+02,1.975879499999999922e+01,9.075474239999999782e+02
7.627954900000000293e+01,3.313271699999999953e+01,7.587038569999999709e+02
1.034909360000000049e+02,4.132975400000000121e+01,9.303835450000000264e+02
7.081146999999999991e+01,1.376196099999999944e+01,8.065417479999999841e+02
9.203021999999999991e+01,5.014017900000000338e+01,9.015593870000000152e+02
6.866647299999999632e+01,2.066575200000000123e+01,7.881436159999999518e+02
1.177945629999999966e+02,6.514514900000000353e+01,9.649600830000000542e+02
7.865353399999999340e+01,3.851629299999999745e+01,7.619680789999999888e+02
6.521004499999999382e+01,3.152766599999999997e+01,7.715866089999999531e+02
8.943419600000000003e+01,4.845259099999999819e+01,8.486845090000000482e+02
9.269541200000000458e+01,2.144647199999999998e+01,7.662641599999999471e+02
7.490780599999999367e+01,1.814764999999999961e+00,8.469420169999999644e+02
3.921948199999999929e+01,-2.443469999999999942e+01,8.054024660000000040e+02
1.049369580000000042e+02,-2.128591300000000075e+01,9.042133790000000317e+02
9.277298700000000053e+01,8.891742700000000355e+01,9.549882199999999557e+02
7.638926700000000380e+01,-1.361800000000000033e+01,8.216458129999999755e+02
1.001128159999999951e+02,-2.400288199999999961e+01,8.693192749999999478e+02
6.040321699999999794e+01,1.027911610000000024e+02,8.771730350000000271e+02
5.528125399999999701e+01,-3.520361700000000127e+01,8.366542970000000423e+02
8.636338800000000049e+01,1.644247999999999976e+01,8.409746699999999464e+02
4.096866599999999892e+01,-5.053518999999999650e+00,7.781582640000000310e+02
1.116840590000000049e+02,5.000025200000000325e+01,9.398793950000000450e+02
5.979950000000000188e+01,1.022434539999999998e+02,8.728635249999999814e+02
1.249522019999999998e+02,1.890545799999999943e+01,9.339330439999999953e+02
2.739351800000000026e+01,-4.499850099999999742e+01,8.140004269999999451e+02
7.846167800000000625e+01,4.800160600000000244e+01,7.716464839999999867e+02
6.944973000000000241e+01,3.732756799999999942e+01,8.922111210000000483e+02
9.916877700000000573e+01,1.259776300000000049e+01,8.585301510000000462e+02
3.357632799999999662e+01,-5.051736799999999761e+01,8.198439939999999524e+02
6.262055999999999756e+01,7.505034600000000466e+01,9.212243650000000343e+02
7.472338100000000338e+01,8.941471900000000517e+01,9.560609739999999874e+02
6.389524800000000226e+01,9.329451799999999650e+01,8.625285030000000006e+02
9.866179700000000707e+01,-2.461374299999999948e+01,8.551458129999999755e+02
1.118308559999999972e+02,2.131426000000000087e+01,8.221445919999999887e+02
7.269630399999999781e+01,3.452668800000000005e+01,8.245285639999999603e+02
1.156998829999999998e+02,6.038142799999999966e+01,9.588275760000000218e+02
5.585735300000000336e+01,9.002304100000000631e+01,8.965505369999999630e+02
6.178549600000000197e+01,1.308982899999999994e+01,7.861959229999999934e+02
1.002477650000000011e+02,-2.700947599999999937e+01,8.911776730000000271e+02
7.705303999999999576e+01,9.131029499999999643e+01,8.781733400000000529e+02
7.166223899999999958e+01,4.588035200000000202e+01,8.123609619999999722e+02
2.768166400000000138e+01,-2.308719999999999928e+01,7.909319460000000390e+02
6.169755200000000173e+01,6.271598000000000006e+00,7.744310299999999643e+02
6.706309500000000412e+01,4.406432999999999822e+00,8.378637079999999742e+02
9.931208800000000281e+01,6.801986700000000496e+01,9.666972660000000133e+02
1.140655979999999943e+02,1.528416799999999931e+01,8.892084959999999683e+02
1.057126920000000041e+02,5.108812300000000306e+01,9.502138059999999768e+02
9.576893599999999651e+01,4.650817899999999838e+01,9.113793329999999742e+02
4.186239599999999683e+01,-4.939714000000000382e+00,7.951841429999999491e+02
5.134380000000000166e+01,1.147587359999999990e+02,8.856232300000000350e+02
7.992901600000000428e+01,4.868424199999999757e+01,8.002080079999999498e+02
8.675123600000000579e+01,4.993149900000000230e+01,8.519869380000000092e+02
7.502248400000000572e+01,3.793959000000000259e+01,8.557968750000000000e+02
7.333072699999999600e+01,4.602692799999999806e+01,9.075252080000000205e+02
1.136911620000000056e+02,2.139520100000000014e+01,8.282269900000000007e+02
7.002728299999999706e+01,1.196574860000000058e+02,9.162731929999999920e+02
1.106979680000000030e+02,3.134468100000000135e+01,8.571593629999999848e+02
8.851930199999999616e+01,6.427976999999999919e+01,8.938495480000000271e+02
9.091452800000000423e+01,3.858361099999999766e+01,7.613671880000000556e+02
1.102658839999999998e+02,6.361621099999999984e+01,9.746299440000000232e+02
1.134986719999999991e+02,2.223757200000000012e+01,8.672883910000000469e+02
1.161901170000000008e+02,-1.205278000000000027e+01,9.488247069999999894e+02
9.496152499999999463e+01,4.511169100000000043e+01,8.943551639999999452e+02
5.097442600000000112e+01,-1.888431699999999935e+01,8.406370239999999967e+02
1.005628889999999984e+02,4.625637400000000099e+01,9.304215090000000146e+02
5.542700599999999866e+01,4.752481000000000400e+00,7.900102540000000317e+02
1.108246460000000013e+02,-2.165599100000000021e+01,8.675638430000000199e+02
5.775173999999999808e+01,1.145048680000000019e+02,8.765172119999999722e+02
7.240200000000000102e+01,8.786240399999999795e+01,8.643658450000000357e+02
2.556709299999999985e+01,-1.942603300000000033e+01,8.094832149999999729e+02
5.323376799999999776e+01,1.061405330000000049e+02,8.847033079999999927e+02
6.995862599999999532e+01,1.140094999999999992e+01,8.669686279999999670e+02
1.064276049999999998e+02,-9.103296999999999528e+00,9.150775760000000218e+02
3.918371599999999688e+01,-2.390752399999999867e+01,8.301891480000000456e+02
9.263970899999999631e+01,7.410189099999999485e+01,9.649142460000000483e+02
7.045645899999999529e+01,9.742742200000000707e+01,8.716266480000000456e+02
1.172584149999999994e+02,-3.948193999999999981e+00,8.854804080000000113e+02
3.421714800000000167e+01,-1.382549099999999953e+01,7.828933719999999994e+02
1.285198670000000050e+02,-2.536094299999999890e+01,9.307465819999999894e+02
8.581198899999999696e+01,6.098921200000000198e+01,8.744827880000000278e+02
7.363418599999999969e+01,-2.184036400000000100e+01,8.259270020000000159e+02
9.999173000000000400e+01,3.749786399999999986e+01,8.910841060000000198e+02
7.287303199999999492e+01,1.239730999999999916e+00,8.432565919999999551e+02
9.761801099999999565e+01,1.374504300000000079e+01,8.068961180000000013e+02
1.041220780000000019e+02,2.854560000000000208e+00,9.136909789999999703e+02
1.052227859999999993e+02,4.558835599999999744e+01,9.385932619999999815e+02
6.225396700000000294e+01,7.682421899999999937e+01,9.089498899999999821e+02
6.833492300000000341e+01,3.639160900000000254e+01,7.680875849999999900e+02
4.711614999999999753e+01,2.980326999999999948e+00,7.861558840000000146e+02
4.406678800000000251e+01,-3.342058200000000312e+01,8.436454469999999901e+02
1.119877089999999953e+02,2.963744200000000006e+01,9.416405029999999670e+02
7.893835400000000391e+01,1.424337399999999931e+01,7.935267330000000356e+02
9.198232299999999384e+01,6.646190999999999960e+00,8.922909550000000536e+02
3.550742699999999985e+01,-2.077231199999999944e+01,7.827340090000000146e+02
6.977477299999999616e+01,5.399160799999999938e+01,8.133945310000000291e+02
6.293305999999999756e+01,1.559870500000000071e+01,7.844493410000000040e+02
7.325525700000000029e+01,3.585830700000000348e+01,8.726472169999999551e+02
7.448197899999999549e+01,3.935192099999999726e+01,7.768668209999999590e+02
6.797189299999999434e+01,-1.314490499999999962e+01,8.284646000000000186e+02
1.263041759999999982e+02,6.309669000000000416e+00,8.539726560000000291e+02
6.455867000000000644e+01,6.992594099999999457e+01,9.207346800000000258e+02
6.412670099999999707e+01,1.130235899999999987e+02,9.195305789999999888e+02
1.228216479999999962e+02,2.715833100000000044e+01,9.325095209999999497e+02
1.386336059999999861e+02,1.208723099999999917e+01,9.603582760000000462e+02
1.015059969999999936e+02,4.043158700000000039e+01,7.934277339999999867e+02
7.052497900000000186e+01,1.609101700000000079e+01,7.965383910000000469e+02
1.249604109999999935e+02,5.857019400000000076e+01,9.652745360000000119e+02
7.192762799999999856e+01,2.383187500000000014e+01,8.596720579999999927e+02
1.142847370000000069e+02,-8.165934999999999278e+00,8.633621829999999591e+02
1.144881129999999985e+02,1.715279400000000010e+01,8.756394040000000132e+02
6.187773099999999715e+01,6.972407499999999914e+01,8.822733150000000251e+02
7.482263199999999870e+01,1.165057599999999951e+02,9.107775880000000370e+02
9.655741899999999589e+01,4.510862000000000194e+01,8.776071170000000166e+02
6.123214699999999766e+01,8.773269700000000171e+01,9.294095459999999775e+02
6.805320700000000045e+01,4.099589199999999778e+01,8.820042720000000145e+02
1.053899540000000030e+02,-2.764740199999999959e+01,8.997319340000000238e+02
1.232768400000000071e+02,5.405630999999999631e+00,9.292423099999999749e+02
4.584843099999999794e+01,-1.944869999999999877e+01,8.148738399999999729e+02
7.271657600000000343e+01,3.670704299999999876e+01,8.120958249999999907e+02
7.939870500000000675e+01,6.696723900000000640e+01,9.373557130000000370e+02
7.543022200000000055e+01,-2.812427299999999875e+01,8.546821899999999914e+02
1.190329739999999958e+02,7.675328999999999624e+00,9.579057010000000218e+02
8.630438200000000393e+01,4.645570800000000133e+01,8.319389650000000529e+02
8.376224499999999296e+01,8.969397700000000384e+01,8.983721920000000409e+02
7.643976600000000587e+01,6.029413199999999762e+01,9.236695559999999432e+02
8.790827199999999664e+01,4.088198899999999725e+01,8.152513430000000199e+02
9.975973500000000627e+01,4.143659999999999854e+01,8.647360230000000456e+02
