-7.895277344576916434e-01,1.222255311862076477e+00,-4.649797525679157495e+00,-5.885678538594267373e+00
-3.257091619767274349e+00,2.240440215781490441e+00,-3.451311579070993063e-01,-6.529299907656762159e+00
5.440612120043763156e+00,3.616615224705412412e+00,-2.030593291575905734e+00,-3.402295686768417760e+00
1.605719834120693523e-01,-6.177210132932024145e+00,1.316241042868717237e+00,4.296846763517056189e+00
-1.570021982883487821e+00,-3.035077810435829804e+00,-5.374505282451432997e+00,4.221032765461361969e+00
-3.752605776997982368e+00,-5.570701664775938866e-01,5.005474770743160384e+00,4.351084463883664100e+00
-1.061996493145896503e+00,-4.463264877318109392e+00,6.107126219428688607e+00,-1.831130900431162944e-01
-1.064393148878461259e+00,7.803056214359826992e-01,5.051943678937611537e+00,-5.578095231075964833e+00
4.721221374261271642e+00,-1.601842976197976887e+00,4.103794147672766179e+00,4.084376621797333407e+00
3.747599143764185570e+00,5.712526705181939946e+00,3.374914825893521098e+00,-5.581936926724681003e-01
4.744067609662955043e+00,-5.563630976200232503e+00,-2.205309433273118014e+00,-2.356568680577089125e-01
4.356749879934623593e+00,-4.488833757410806591e+00,4.386492288670617690e+00,-8.293590167203865327e-02
-7.056124300644704306e+00,2.828121068469141575e-01,-2.130856347195738465e+00,1.992402914578733641e+00
1.335547941676035633e+00,-6.329730277754346268e+00,2.420667217493559509e+00,-3.266540602663755344e+00
1.622917502650638832e+00,4.247739183264423346e+00,1.234735178434657410e+00,-6.014762724332553212e+00
-6.450335005284761003e+00,9.938025849814962065e-01,-1.496888048722862186e+00,3.680210848797514256e+00
-6.890434592144820236e+00,-1.541602330431409928e+00,-8.647859990718981260e-01,-2.788657300983004905e+00
3.269353020317719682e+00,5.432874789898892054e+00,2.011646729150748492e+00,3.758666088288725060e+00
6.554520948363530053e+00,2.914565658724135755e+00,-2.056860531922452662e+00,1.640724806603286678e+00
-6.783749807045441615e-01,5.103999906940964948e+00,5.520674146343450772e+00,-1.179084511699586946e+00
5.454135349275365030e+00,-7.895020243505428414e-01,2.180672362305794643e+00,-4.822121231775604144e+00
2.333675364483511760e+00,-4.014152653569408535e+00,1.857472882969398054e+00,-5.776627323656242652e+00
2.901177690954786836e+00,-4.780443879991207012e+00,4.086327558220983036e+00,3.226692173576327427e+00
4.020049681420634791e+00,8.785244768175975993e-01,-3.536250550555305461e-01,6.428175137884257317e+00
4.276852335446966080e+00,-4.798954503448910280e+00,-4.074263749350786945e+00,-6.767833151529466518e-01
-1.880490484088092717e+00,-2.290528764812642670e-01,1.870499451342806374e+00,7.161816327014409289e+00
-4.762146953639605051e+00,-5.233261420898016603e+00,1.719008721242849314e+00,-2.314958161416018179e+00
-4.966409390154774783e+00,-3.159701103784812837e+00,4.830065597471613792e+00,6.329486618824519129e-01
1.305057864176706550e+00,-3.266800359564284495e+00,5.824826638410536717e+00,-3.474956833501432030e+00
5.782456849754277428e+00,2.985262463637339714e+00,3.227532901478496363e+00,2.369287478153646820e+00
-2.448452236658813508e+00,-1.661422289231728522e+00,-6.502715728415052077e+00,2.708973377019802342e+00
-1.695962594500479259e+00,5.194270646845107642e+00,3.018986189725900271e+00,-4.405459872925518106e+00
-2.087940799375890000e-01,4.087130228357985118e+00,-6.075671140019208494e+00,-2.171884598061604610e+00
1.328085632236909175e-01,5.118312794737416738e+00,-5.671335784266895885e+00,1.665602562488392724e-02
-8.950634538061951195e-01,-5.874226229739045735e+00,1.552164238488769943e+00,4.545569796251841765e+00
