1.552580395058191343e+00,-1.416354837293131386e+00,7.267136219206291603e-01,-8.248628720749000554e-01,-2.088835576869636501e+00,6.450510598784719996e-01
1.196991008705371673e+00,2.390875448059447628e+00,-5.894969640520592025e-01,4.971368833046632685e-01,1.617532264568281031e+00,2.103996909673836180e-01
-4.321162728344040138e-01,8.918168308933830390e-01,1.735038144184979370e+00,2.139828117384735273e-01,-1.815732117963973380e+00,1.751945326911398704e+00
8.921206472645757390e-01,1.539243791275205275e+00,-6.168753949730708674e-01,-8.660885484758881802e-04,2.609323858888948244e+00,-2.239321090136485726e-01
6.499236093765257127e-01,7.027969322066754954e-01,-1.090032167640808902e+00,1.944509980610656941e+00,1.589050393859709587e+00,-1.411987507007763876e+00
-8.418893917477080491e-01,1.080749403049253154e-01,-4.201161128382528698e-02,1.324184573556365541e+00,1.702256022080729014e+00,2.242997999465300207e+00
-9.397822390872864196e-01,2.897816685095281120e+00,-9.484507709028784650e-02,-8.002152249917600102e-01,2.603930998949435249e-01,6.377511525287227201e-01
-1.102495820211353728e+00,-6.803148523601344755e-02,2.556474154812234278e+00,1.560683936799811544e+00,1.978603184044643581e-01,-4.169350241081642428e-01
1.294404934085496395e+00,2.081243631238702541e-01,2.717270804816894980e+00,-3.855247283733528874e-01,1.072119210868303307e+00,-6.303857692657732770e-02
-2.684892033171997650e+00,-7.268019955991112946e-01,-6.261421637458797207e-01,1.351209299588349344e+00,-5.209206056195874179e-01,4.223009150252946542e-01
-2.548492149076489799e+00,3.890250585934638128e-01,-1.105882718415972521e+00,-3.410551659535453473e-01,-1.122921439631808349e+00,-1.076105379823173003e+00
1.381150185634516081e+00,1.543524231880050390e+00,-6.715381235862036835e-01,3.041058026721424334e-01,-1.917133208349571349e+00,-1.376777713509909518e+00
1.292255293375806358e-01,2.331811190618521934e+00,-1.182939664074883712e+00,-1.820643264094381708e+00,-9.640188191877578638e-02,-4.764232975037319684e-01
-8.243282244226611821e-01,3.619550717097905213e-01,1.552095266647549321e-01,-2.067627741940900599e+00,7.382596709048098171e-01,-2.179374446415792921e+00
-2.111615378495456330e+00,1.342906634598208249e-01,5.635788878036555039e-01,-1.334792193487362111e+00,5.154580001747959273e-01,1.887448407187334753e+00
-3.023948303298839013e-01,-1.447599638484974527e+00,1.478376217256901715e+00,5.458954063616405783e-01,-7.649040344505534383e-01,-2.269083455537419525e+00
-1.002698630316824630e-01,-2.678435721636070355e+00,-3.244762658725412474e-01,1.475911637679343302e+00,1.295104668627556355e-01,-9.591445983555113575e-01
3.742348392972562610e-01,1.694446217496912377e+00,1.236449901479184099e+00,-1.959401161726475271e+00,4.228419550535291171e-01,1.358803518530964372e+00
4.036239565610458824e-01,4.039079721458981309e-01,2.051488074855604804e+00,-2.338555216286855920e+00,5.686823591880054707e-01,2.783988083310424688e-01
-1.049305100135811575e+00,9.945165088217502447e-01,7.685306161725789786e-02,1.185557790380012966e+00,1.599035243589602917e+00,-2.084689817253307265e+00
-1.035031900157517892e+00,5.459555049349761324e-01,2.092671185186128380e+00,6.231766294670813139e-02,1.186558146496187183e+00,-1.801102003815884256e+00
-5.535547517834055187e-01,-2.947475198911363448e-01,-1.724764161871196633e+00,2.058691225227566424e+00,-1.469904219825896030e-01,1.666276438211616195e+00
